address,verdict,realized_pnl,unrealized_pnl,avg_hold,rug_pct,multi_x_wins,reason,date_vetted
FU32tEs24w5RDECccRvLB9hakKXYqth1DZrcDuZohzVs,REJECT,$0,+$169.3K,20d,0%,0,Zero realized; all paper gains unsold; 20d hold single token; never-sell accumulator,2026-06-22
ChoEAvz3D6GJ5ibFm9hMoofF9CJWW1Gp3fnEZT3r3Xon,REJECT,$0,+$2.34M,6d,0%,0,Zero realized; all paper gains unsold; 6d hold single token; never-sell accumulator,2026-06-22
5gCC9ZJiPMjFsgYdkMcmNeZsqnWivcKghGKJRPpWCQsM,REJECT,$0,-$0,1mo,100%,0,Zero realized; $0 volume; single token; empty/inactive wallet,2026-06-22
Gbb1ikHBUhjWWpRapSzmdwaWnRbCEfrVCHJzggT8XZRn,REJECT,$0,$0,0,100%,0,"Zero realized; 0 buys/886 sells, Didnt Buy 100%; distribution/receiver wallet not a trader",2026-06-22
Eo85o5eL9GWNBZMBkYEiYfSoR8z6ZDiU2bvPXaa54FtN,REJECT,+$0,-$0.01,14d,100%,1>500%,"Near-zero realized ($0.01 vol dust); 14d holds; custody/holding wallet, not active trader",2026-06-22
B2eSVNC1mXnaBZHbMhWctqqqigdzt4zMGmDR23R2Rg6E,REJECT,+$293.88K,-$1.24M,7mo,14.28%,0,"Bag-holder: -$1.24M unrealized vs +$293.88K realized, net -$956K; 7mo holds; 0 multi-x",2026-06-22
FRVn1hp8cb3RjYNMzpMat8DLN7xjw4oEozYqASVvMS2z,REJECT,+$0,-$0,8d,100%,1>500%,Near-zero realized; $0 volume; single token; custody/holding wallet,2026-06-22
7DZhNiJ4KYFD7UWLoL6HgKaUUJuGnJyVGaVnLkYSg7yX,REJECT,$0,+$270.08K,13d,0%,0,Zero realized; all paper gains unsold; 13d holds; 129 buys/0 sells; never-sell accumulator,2026-06-22
6Zb5xoEh8yKgaKeJZ73Q7ZQbrgRBAh8TtnP59Y9zjDCS,REJECT,$0,-$1.04M,2mo,0%,0,Zero realized; -$1.04M unrealized bag; 2mo holds; single token never-sell accumulator,2026-06-22
GBJ4MZe8fqpA6UVgjh19BwJPMb79KDfMv78XnFVxgH2Q,REJECT,$0,$0,0,0%,0,Zero realized; 0 txns; no trading data; inactive wallet,2026-06-22
GGzKNLXe6fJmyEq5AY8KG1VWv9BzZiRzsVRd3WzG5zjK,REJECT,$0,+$188.88K,20d,0%,0,Zero realized; all paper gains unsold; 20d hold single token; never-sell accumulator,2026-06-22
B5mgEEtvuLGna4iBf2nw5YcaV3eK69QtT7KUHDGRn4CB,REJECT,$0,-$385.45K,2d,100%,0,Zero realized; -$385.45K unrealized bag; single token never-sell accumulator,2026-06-22
51ZbbXnbysy4RfKTp29A2aSJ7MB7nvKNe6XasqYKxPvY,REJECT,+$13.4K,-$83.44K,3mo,4.58%,1>100%,"Bag-holder: -$83.44K unrealized exceeds +$13.4K realized, net -$70K; 3mo holds; 30% win rate",2026-06-22
BdLZnp17ZQHkNmMEGWDLXvwAaduh4wjApfLFaz7p8Nsu,REJECT,+$0,+$4.54K,12d,0%,1>500%,Near-zero realized; $0 volume; single token; custody/holding wallet,2026-06-22
82tKaUiLBGzDtg8AKSCyzGH5YvWj9uyrWKuTKyT53qp9,REJECT,-$240.86,-$36.03K,28d,100%,0,Negative realized -$240; -$36.03K unrealized bag; 28d holds; losing accumulator,2026-06-22
8CfH7KTRyWpujcTwjwSUeoocCexDsno23jChPrSsGWXD,REJECT,-$39.78K,-$19.31K,2mo,2.12%,0,Negative realized -$39.78K; 27.5% win rate; 2mo holds; 0 multi-x; losing swing trader,2026-06-22
FDGqipVN2xv2VWwdM3ViBgaDdNS2iRNGEA8JgQ5eNABq,REJECT,$0,+$226.85K,20d,0%,0,Zero realized; all paper gains unsold; 20d hold single token; never-sell accumulator,2026-06-22
J12Zek869DcLfjQqjJkj8f8itziEJ2MEtNaueeuXKbvh,REJECT,+$0,-$0,18d,100%,1>500%,Near-zero realized; $0 volume; single token; $259M custody/whale holding wallet,2026-06-22
7UhxnKdGnCPia5QEKMkZ3Ck3Vv5GbCHw9VeQKNNvRFLa,REJECT,-$9.57K,-$309.14K,2mo,70.12%,"1>500%, 6>100%",Negative realized -$9.57K; -$309K unrealized bag; 2mo holds; losing swing trader,2026-06-22
G7XtdBzVcwNijPQgHGHAqD1yM6rJxMJfiLZhQakik3Mz,REJECT,+$143.28K,$0,1h,100%,1>500%,"One-hit-wonder: single token, 1 multi-x win; fails multiple multi-x criterion despite strong realized",2026-06-22
2W2A6YgmHqJoxL69Z95dwAhc1FqX9WejEZHhozWDJi6B,REJECT,+$0,-$0,9d,100%,1>500%,Near-zero realized; $0 volume; single token; custody/holding wallet,2026-06-22
BvcaCWat1SJr6bszkcSGbgXVEiHRndhGXUYVZpYiQUpq,REJECT,-$60.59K,-$97.12K,6d,100%,0,Negative realized -$60.59K; -$97.12K unrealized bag; 0 multi-x; losing trader,2026-06-22
BzDkcaJeQQB3QA3188CpQ3cNdEqD1H4ZHA4Ut2FWPVFN,REJECT,+$0,-$0,9d,100%,1>500%,Near-zero realized; $0 volume; single token; $287M custody/whale holding wallet,2026-06-22
9znh7xSqksxZdspN3QCnVZhxvCRdcDWELwmFnNXpFEai,REJECT,$0,+$124.2K,10d,0%,0,Zero realized; all paper gains unsold; 10d hold single token; never-sell accumulator,2026-06-22
41HUUsjBNLAmNM59oJ6F1B6oeNTRJDR2JFHhKTGP1N1c,REJECT,$0,-$25.75K,30d,0%,0,Zero realized; -$25.75K unrealized bag; 30d holds; single token never-sell accumulator,2026-06-22
EbMyAzwEZNk2QGzZC8LtvrEm5EDKL2bwo7KZbVRyiVzM,REJECT,$0,+$158.59K,13d,0%,0,Zero realized; all paper gains unsold; 13d hold; 6 buys/0 sells; never-sell accumulator,2026-06-22
Aone1TFb4bVxwfqvK9wGTuxMS8yeJyjLvEXvwHfy1r23,REJECT,+$158.87K,$0,7m,100%,1>500%,"One-hit-wonder: single token, 1 multi-x win; fails multiple multi-x criterion despite strong realized",2026-06-22
66Q6pbpCh91F67egaaEZKDChDjHgbELaX7yLWdEjVQhX,REJECT,-$41.58K,-$40.15K,4mo,50%,0,Negative realized -$41.58K; -$40.15K unrealized bag; 4mo holds; losing swing trader,2026-06-22
AUQym6icLvuZn4yeBPdCTcqH52YqxQBKUCCH1bSTMdjV,REJECT,+$7K,-$1.22K,18d,100%,1>500%,Modest realized +$7K; single token 1 multi-x; 18d holds; one-hit-wonder fails multiple-win criterion,2026-06-22
AHdUMwfSsmdoFhq84XQVqnNhUU3iyN2hokkz6pFtqMnj,REJECT,+$337.04K,$0,14d,0%,0,USDC stablecoin arb/treasury flow ($90M in/out single token); 0 multi-x wins; not fresh-mint sniper,2026-06-22
BuVgCnywU7Xa2gzRbQKrsHN57U5vMrettq2iE3SnyH2w,REJECT,+$111.14K,$0,10m,0%,1>500%,"One-hit-wonder: single token, 1 multi-x win; fails multiple multi-x criterion despite strong realized",2026-06-22
FswmEJKzmPa6bdJ3fFdcDYrNaHXZF2eZrNKQnFioHCB7,REJECT,+$520.74,$0,2d,100%,0,Near-zero realized +$520; USDT stablecoin treasury/custody flow; 0 multi-x; not a sniper,2026-06-22
2gZp1BNbZuXgTnaRxJ62S5qyiL2TwsWBRbtxV85us1uW,REJECT,$0,-$166.74K,24d,100%,0,Zero realized; -$166.74K unrealized bag; 24d holds; 29 tokens never sold; accumulator,2026-06-22
4moC5GjGm9kNRyWEKcE4ot67dYBTe81WjkwanuSMz6VF,REJECT,$0,-$1.03M,19d,100%,0,Zero realized; -$1.03M unrealized bag; 19d holds; 206 tokens never sold; accumulator,2026-06-22
75CzkrYwiPENWL2E4ZneNbQ237a835tinnrUfuNd2LW3,REJECT,-$275.47,-$320.21,14d,12.5%,0,Negative realized -$275; 14% win rate; 0 multi-x; small losing trader,2026-06-22
77WzyRVpGre6L9H7s8AtSB5icGwMniin4pBAk8EkWoe9,REJECT,+$6.84K,-$2.14K,18d,100%,1>500%,Modest realized +$6.84K; single token 1 multi-x; 18d holds; one-hit-wonder fails multiple-win criterion,2026-06-22
EHp8svnMmLQMygRwqRnBJj98cnn1bANaUXbQniNyUv5U,REJECT,+$0,-$0,7d,100%,1>500%,Near-zero realized; $0 volume; single token; $26M custody/whale holding wallet,2026-06-22
2JagebSuREVhu6RHdQn3zZpP2qT3VQxzt25HYA3drKAF,REJECT,-$55.83,-$655.23K,21d,99.66%,0,Negative realized -$55; -$655K unrealized bag; 21d holds; 1.29% win rate; bag-holder,2026-06-22
Gft3xmznZdiMeSDz9m6MpBZCs4Gghk6Vj5pm4HgcsuKb,REJECT,$0,-$92.04M,3mo,0%,0,Zero realized; -$92.04M unrealized bag; 3mo holds; single token never-sell accumulator,2026-06-22
4DdfLfGp6AhHCe6MdYLX53MXRs1tXbdwYkBZ1j8cQR6f,REJECT,-$16.82M,-$11.86M,5mo,100%,0,Massively negative realized -$16.82M; -$11.86M unrealized; 5mo holds; 0 multi-x; losing whale,2026-06-22
7V3Ke5VJAQTcy8jLWoLMqHat3ti81LkEcxPgmxhAE1Vn,REJECT,+$6.58K,-$51.14M,8mo,0%,0,Massive bag-holder: -$51.14M unrealized vs +$6.58K realized; 8mo holds; single token,2026-06-22
2MFTE3KQNDW9zWHDiyVVawJxBVqUBEJ1RZw4mUsK7bh6,REJECT,$0,+$191.99K,20d,0%,0,Zero realized; all paper gains unsold; 20d hold single token; never-sell accumulator,2026-06-22
7zeQMee4jGKvZLdYP6rZZhr8F1tTrXpnJpcS5M57hsB4,REJECT,$0,-$260.72K,27d,100%,0,"Bag-holder: $0 realized, -$260.72K unrealized, 27d holds, no multi-x wins",2026-06-22
DZnvSpXGSPsemwoY3vT6y8KejVwxzEr4Yu5Z1X1A5311,REJECT,+$0,-$0,27d,100%,1 (>500%),"Near-zero: +$0 realized, $0 volume, 1/1 txn single token, 27d hold; no banked profits",2026-06-22
FvANxe5xtCmCZScmgo2NTbAScLprTFvR7GjAwe7aCZPr,REJECT,$0,-$34.24K,8d,0%,0,"Bag-holder: $0 realized, -$34.24K unrealized, single token, no banked profits",2026-06-22
773VoQznyCc6avGF6d2NatfyocTc2jEoFADVNb228suR,REJECT,$0,+$221.23K,20d,0%,0,"Never-sell accumulator: $0 realized (all $221K is unbanked paper), 20d hold, single token",2026-06-22
DbA9VRaH2kFkxgRNqhNdji1K7Mw6JXYuMXrzdAp4xgaL,REJECT,-$8.75K,$0,14d,33.33%,0,Negative realized -$8.75K; 14d holds; no multi-x wins; 4y-old whale-style wallet,2026-06-22
HD6BwewcxwmFiDYgu1YT8NLqV5EfLf5W9SMFc4MjCVZC,REJECT,+$722.93K,-$169.25K,7mo,33.33%,0,"Long-hold swing/whale: 7mo avg hold, only 3 tokens, 0 multi-x wins; wrong style for fast-exit bot",2026-06-22
DXZCDZRqkBktkPvPVh9TLVBBbRcSYaxEnGkbh6xZwDsP,REJECT,$0,+$193.61K,20d,0%,0,"Never-sell accumulator: $0 realized (all $193K unbanked paper), 20d hold, single token",2026-06-22
Esq4dyKJgeSET47NoPSH6LXsS3ZnrDLPxusLQyuGhaYL,REJECT,$0,+$183.31K,20d,0%,0,"Never-sell accumulator: $0 realized (all $183K unbanked paper), 20d hold, single token",2026-06-22
prUWZMpQAbRzmqnRqcoSh8jqcJ1M1g64uxsR7mq9bmv,REJECT,+$488.31K,-$956.85K,15d,3.86%,1 (>100%),Bag-holder + bot: unrealized -$956.85K exceeds realized (net -$468.54K); 361K/332K txns; only 1 multi-x,2026-06-22
36kdNsJNKb2LwbvTjNU4YQmJiFxHyJmQamviS2gUpizX,REJECT,$0,-$5.86K,14d,100%,0,"Bag-holder: $0 realized, -$5.86K unrealized, single token, no banked profits",2026-06-22
6frj1VKWfboZqsmPJGLfcpB7MMAryMBwiEM9RUAkoDeH,REJECT,+$157.86K,-$147.83K,2mo,7.14%,0,"Long-hold swing: 2mo avg hold, 0 multi-x wins, unrealized nearly wipes realized (net +$10K); wrong style",2026-06-22
DnHbGdhiDyaWtMKs8ysDNuuB6gtg8GqmVvwSqLoL1HiQ,REJECT,$0,+$371.22K,2mo,0%,0,"Never-sell accumulator: $0 realized, 208/0 txns (no sells), 2mo hold, value now $0 (-100%)",2026-06-22
H46Yzgbdk321b1NzeHW9ttL9nqnye3VvrKUeeCKGbc39,REJECT,+$7.96K,-$394.15K,15d,100%,2 (>100%),Deep bag-holder: unrealized -$394K dwarfs realized +$8K (net -$386K); 15d holds,2026-06-22
AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,REJECT,-$37.05M,-$73.5M,1mo,89.64%,"148 (>500%), 1.26K (>100%)","Negative realized -$37M + bot/exchange scale (5.89M/4.63M txns, $1.53B vol); net -$110M",2026-06-22
3bNwNNpbQCd9HKcPiTEXYZcSEvsmMvtopNmnKU6jNtDJ,REJECT,$0,-$170.21K,26d,100%,0,"Bag-holder: $0 realized, -$170.21K unrealized, 26d hold, no banked profits",2026-06-22
9emnTXA52NXLUoQThc3srJ6bHURA1pUtfMePmkqJMgeJ,REJECT,-$56.42K,-$409.8K,2mo,30%,0,Negative realized -$56K + bag-holder -$410K unrealized; 2mo holds; 0 multi-x,2026-06-22
9rxikkCYLs4STZGVL7btEYHjCsSgPAjUf8oeAWTGKZit,REJECT,-$8.10,-$11.98,5d,84.61%,0,Negative realized -$8.10; dust/test wallet ($48 volume); 0 multi-x wins,2026-06-22
6t56KCLpdrgN2KZmzxNTCijCqZKCipPpWcgMtAajAeqx,REJECT,-$1.37K,$0,6h,100%,0,Negative realized -$1.37K; single losing token; no banked profits,2026-06-22
6XUfMpJmSsSPGFLDdwv1Y9tUZTFwygXTKmsPErV54hEB,KEEP,+$30.38K,+$4.2K,12h,66.94%,"6 (>500%), 26 (>100%)",Banked +$30.38K realized; small positive unrealized; 12h holds; 32 multi-x wins; high rug% confirmatory; fast-exit sniper,2026-06-22
HF2Lw2tYs4B3y1iqz6iw2f4wTjrn14KppvAezcm7TAT3,KEEP,+$1.89M,-$456.57K,5d,93.86%,"144 (>500%), 1.28K (>100%)",Banked +$1.89M realized far exceeds -$457K unrealized (net +$1.43M); 5d holds; 1.4K+ multi-x wins; high rug% confirmatory,2026-06-22
GAi1XxNqDBwtSt9zUmx7jDcVjPLvUFkdqExHYdhGvegS,KEEP,+$87.41K,-$40.98K,7d,83.22%,"5 (>500%), 110 (>100%)",Banked +$87.41K realized exceeds -$41K unrealized (net +$46K); 7d holds; 115 multi-x wins; high rug% confirmatory,2026-06-22
8Q5nm7bBQjshFVfQC6f1fRQmdUbU8UkvbYVeBCgwk4BL,KEEP,+$23.31K,+$2.77K,16h,25%,"1 (>500%), 4 (>100%)",Banked +$23.31K realized; small positive unrealized; 16h holds; 5 multi-x wins; fast-exit profile,2026-06-22
2X4H5Y9C4Fy6Pf3wpq8Q4gMvLcWvfrrwDv2bdR8AAwQv,KEEP,+$266.26K,-$102.19K,2d,94.3%,"49 (>500%), 247 (>100%)",Banked +$266K realized exceeds -$102K unrealized (net +$164K); 2d holds; 296 multi-x wins; high rug% confirmatory; fast-exit sniper,2026-06-22
6kiD2FuYrXJwB7AX19Ng3ogfEaRAUho4PbPxUwP4TLQk,KEEP,+$147.54K,-$31.8K,2d,95.14%,"48 (>500%), 303 (>100%)",Banked +$147.54K realized exceeds -$32K unrealized (net +$116K); 2d holds; 351 multi-x wins; high rug% confirmatory; fast-exit sniper,2026-06-22
CARtQtnR4FpQrF2iuvqPHFrPR8i1oX4tJWHBMWjNWLNp,REJECT,-$6.22K,+$7.58M,2d,94.11%,"0 (>500%), 0 (>100%)",Negative realized -$6.22K; entire +$7.57M total is unbanked unrealized paper (never banks); 0 multi-x wins; bag-holder,2026-06-22
76oQ4tK7P7nu3SVDeFbiJRL2qxHTZB3J8zjXFybit87D,REJECT,+$16.56K,-$551K,11h,98.57%,"6 (>500%), 1 (>100%)",Bag-holder: tiny realized +$16.56K dwarfed by -$551K unrealized (net -$534K); bought $560K/sold only $25K (barely sells); accumulator,2026-06-22
7Fk3Jyvap85kgbmDNHgwpEJR8AERQuPPdiXhEtXDchbJ,REJECT,+$328.78,+$13.09M,2d,92.72%,"0 (>500%), 0 (>100%)",Near-zero realized +$329; entire +$13.09M total is unbanked unrealized paper; 0 multi-x wins; doesn't bank profits,2026-06-22
5yNm54HZnxmJgeDKtPaMm5BERPciiYYPGMnvxbZY2eL4,REJECT,+$7.3K,+$14.06M,2d,91.07%,"0 (>500%), 0 (>100%)",Tiny realized +$7.3K; entire +$14.06M total is unbanked unrealized paper; 0 multi-x wins; doesn't bank profits,2026-06-22
6kbSkKv5NcrLarjpaKrU8FAY2s3qSKth8hWmvH8poZDv,REJECT,-$2.33K,+$12.15M,2d,94.33%,"0 (>500%), 0 (>100%)",Negative realized -$2.33K; entire +$12.14M total is unbanked unrealized paper; 0 multi-x wins; doesn't bank profits,2026-06-22
2WTJysyJRuDeshiFaFjo69wmnsefc9Jm1Luy3xMP2qhH,REJECT,-$33.56K,+$20.25M,2d,90.9%,"0 (>500%), 0 (>100%)",Negative realized -$33.56K; entire +$20.22M total is unbanked unrealized paper; 0 multi-x wins; doesn't bank profits,2026-06-22
Fp3iefqvuuz27Lm5iffmvJVdsjQKaigY32ponzsDsV9w,REJECT,$0,-$188.05K,19h,100%,"0 (>500%), 0 (>100%)","Never-sell accumulator: $0 realized, 17 buys/0 sells; -$188K bag, 100% tokens underwater; not a profit-banker",2026-06-22
Esz9aZneyBZ6e2LsmyjPX2h2CmQArC1NQtupRASu4RyD,REJECT,-$48.97K,+$2.09M,2d,90.38%,"0 (>500%), 0 (>100%)",Negative realized -$48.97K; entire +$2.04M total is unbanked unrealized paper; 0 multi-x wins; doesn't bank profits,2026-06-22
2N1UNj8fuhmFSvd5TKW7cCpZS3W5eVihyAU1SKN97tzV,REJECT,-$7.73K,+$7.32M,2d,91.66%,"0 (>500%), 0 (>100%)",Negative realized -$7.73K; entire +$7.31M total is unbanked unrealized paper; 0 multi-x wins; doesn't bank profits,2026-06-22
EAAQuoQW6bfvowb5sm2Gts15EQhB9W4CZ7puzYZKvQov,REJECT,-$15.51K,+$9.28M,2d,90.9%,"0 (>500%), 0 (>100%)",Negative realized -$15.51K; entire +$9.27M total is unbanked unrealized paper; 0 multi-x wins; doesn't bank profits,2026-06-22
6UakpCmaRRziD1PrtQ9SnFXQekj9GG4jwZrLcntjr4zw,REJECT,+$9.39K,+$20.79M,2d,91.37%,"0 (>500%), 0 (>100%)",Tiny realized +$9.39K vs +$20.79M unbanked unrealized paper; 0 multi-x wins; doesn't meaningfully bank profits,2026-06-22
FYnVaDFDmdDTogs7RKsTTMyZV5M4izngXKzAaxegoMHm,REJECT,-$22K,+$6.44M,2d,92.59%,"0 (>500%), 0 (>100%)",Negative realized -$22K; entire +$6.41M total is unbanked unrealized paper; 0 multi-x wins; doesn't bank profits,2026-06-22
Eo1WXJMUB95hkyxLYHyRj4NDRuuVhGBVwDjRpr2uY8WG,REJECT,-$4.77K,+$9.23M,2d,90.56%,"0 (>500%), 0 (>100%)",Negative realized -$4.77K; entire +$9.22M total is unbanked unrealized paper; 0 multi-x wins; doesn't bank profits,2026-06-22
FHrpPzzp6pV7KFF3mtADXe33Nr8ZPxYgVsom9rP5GApe,REJECT,-$47.16K,+$5.99M,2d,91.07%,"0 (>500%), 0 (>100%)",Negative realized -$47.16K (20% win rate); entire +$5.94M total is unbanked unrealized paper; 0 multi-x wins,2026-06-22
8qQtFcoVB8T5jvjhC761ejVfCuudBV6uFq1PpPQmwAM5,REJECT,-$22.85K,+$2.01M,2d,91.07%,"0 (>500%), 0 (>100%)",Negative realized -$22.85K; entire +$1.98M total is unbanked unrealized paper; 0 multi-x wins; doesn't bank profits,2026-06-22
BEJ5xwJuhh8gHEcQXNW3o5Bo6HECLxAZGKsiB2f2L3tP,REJECT,+$7.72K,+$7.85M,2d,91.22%,"0 (>500%), 0 (>100%)",Tiny realized +$7.72K vs +$7.85M unbanked unrealized paper; 0 multi-x wins; doesn't meaningfully bank profits,2026-06-22
FKJaXRqUtKztnpK1RP3mvhuqoKLqpkeGFREiyusBM9qX,REJECT,-$17.91K,+$9.36M,2d,91.37%,"0 (>500%), 0 (>100%)",Negative realized -$17.91K; entire +$9.34M total is unbanked unrealized paper; 0 multi-x wins; doesn't bank profits,2026-06-22
9yEXq1bQYKKJCPftwDXpbRaL9q7bxrc6TTVpZJavFvEF,REJECT,+$37.56K,-$4.74M,2mo,100%,"62 (>500%), 57 (>100%)",Bag-holder: +$37.56K realized dwarfed by -$4.74M unrealized (net -$4.7M); 2mo holds = wrong style (swing); 49% tokens <-50%,2026-06-22
3kGmfyWdNTBTrkumnr8hWarkrtP9bfvevppfB8YKPrJG,REJECT,-$42.3K,+$14.45M,2d,90.38%,"0 (>500%), 1 (>100%)",Negative realized -$42.3K; entire +$14.4M total is unbanked unrealized paper; only 1 multi-x win; doesn't bank profits,2026-06-22
84nBtJe89tyXwypMkjZGfit9C4Jip6rnKNzwpMXfStoh,REJECT,-$17.28K,+$4.48M,2d,91.37%,"0 (>500%), 0 (>100%)",Negative realized -$17.28K; entire +$4.46M total is unbanked unrealized paper; 0 multi-x wins; doesn't bank profits,2026-06-22
9V5ce3a45DDN6H1oKaJLHswBDWFGwU8dEXuRvtzxyaeN,TOO_FAST,+$15.93K,-$0.31,14m,61.18%,4x>500%/19x>100%,14m avg hold / 85.84% instant-sell = unfollowable by COPY; future fast-bot,2026-06-22
CDKS4BfCRs9tpXhoQEDuowyRRH5m3waboz9cxjdU2uU,REJECT,+$76.81K,-$3.39K,1mo,37.1%,1x>500%/5x>100%,1mo avg hold = too slow for COPY (swing trader),2026-06-22
4JCSAmBTeWnEhunDWYUqfguoPFzh9DJ7vr59n1dg4yGQ,KEEP,+$11.35K,-$350.45,4h,82.93%,4x>500%/79x>100%,"+$11.35K realized, ~flat unrealized; 4h hold (followable); 83 multi-x wins; high rug confirmatory",2026-06-22
7vqbM1Lkbq2diGcwixUnDgcgvtKZnBttFZrtmfJbw8Ph,REJECT,+$18.38K,-$846.74,2h,59.37%,0x>500%/8x>100%,97.26% instant-sell + zero >500% wins (only 8x>100%) = weak multi-x + unfollowable churn,2026-06-22
23RC8CTjZ6VRsFN6eEJaNNaG1Q5pj55H23Sh1phBvZud,REJECT,+$16.5K,-$61.46,25m,66.48%,0x>500%/4x>100%,"25m hold/91.84% instant-sell with near-zero multi-x (0 >500%, 4 >100%) = thin scalper",2026-06-22
23GvFNJsRJ1csgBjbTu1C9gYhpRxwvUDMAcuxhqvB8C4,REJECT,+$16.9K,+$23.2K,7h,54.04%,0x>500%/11x>100%,good hold/PnL but 0 >500% wins (only 11 >100%) = missing high-multiplier tier,2026-06-22
9dEncw7ioUZZ8eTyTXHtsk1WB8KMuqnhSwjTB2epDmxv,KEEP,+$13.18K,-$277.84,4h,82.42%,6x>500%/81x>100%,"+$13.18K realized, ~flat unrealized; 4h hold (followable); 87 multi-x both tiers; high rug confirmatory",2026-06-22
76nHnr5oTWadWkqwppCtzntMhoMkzukigio1JJRBJY67,KEEP,+$25.09K,-$397.95,5h,83.75%,4x>500%/87x>100%,"+$25.09K realized, ~flat unrealized; 5h avg hold (followable); 91 multi-x both tiers; high rug confirmatory",2026-06-22
2h6WT2yEMhpdLQRRX5tm58bEt174sbNZq7tMqzVtm3PW,REJECT,+$275.65K,-$319.4K,16d,93.36%,9x>500%/326x>100%,bag-holder: -$319K unrealized > +$275K realized (Total -$43.74K); also 16d hold too slow,2026-06-22
GWv65JohnkJgHVbqdjn4Z2BhFmBuwCTyTuUwWsspHBZ4,TOO_FAST,+$124.82K,-$137.29,11m,88.43%,19x>500%/226x>100%,11m avg hold / 97.53% instant-sell = unfollowable despite elite +$124K realized & 245 multi-x; future fast-bot,2026-06-22
CASStbiKKzQrFvs835DagrLid7saGriDUHv39Mr8SRUG,KEEP,+$24.49K,-$6.18K,1d,76.76%,6x>500%/41x>100%,"+$24.49K realized, unrealized well under realized; 1d hold (followable); 47 multi-x both tiers; high rug confirmatory",2026-06-22
LuitxHPxN8UU78q5Fp6VjotgtYKAGJNviS2gb2TSt5T,KEEP,+$248.27K,+$3.23K,7h,95.24%,59x>500%/347x>100%,"+$248.27K realized, positive unrealized; 7h hold (followable); 406 multi-x both tiers (elite); 95% rug confirmatory",2026-06-22
HCsfJh2qfGtsoJ9hkhBLyF84YMLFWFUcnTcKEZNtiFsW,KEEP,+$41.23K,+$25.57K,2h,53.33%,1x>500%/13x>100%,"+$41.23K realized, positive unrealized; 2h hold (followable); both multi-x tiers though thin 30-token sample",2026-06-22
7YbqvJ61m5yZ7G1SWPELL2ZSeVzRH5QZdrjRqkk7BeX1,KEEP,+$13.06K,+$23.75K,28m,90.72%,4x>500%/10x>100%,"+$13.06K realized, positive unrealized; 28m hold (fast end of followable); both multi-x tiers; high rug",2026-06-22
DzkrEMzwjHkGcCWLikLchPDQuEPnhHCmbCg4JVv3EGKN,KEEP,+$11.92K,+$22.78K,27m,91.13%,2x>500%/15x>100%,"+$11.92K realized, positive unrealized; 27m hold (fast end of followable); both multi-x tiers; high rug",2026-06-22
FEEXhZ2tBT2FCRj48av3hYLSdRHuidyBhq5uxmKLovzb,KEEP,+$11.2K,+$19.48K,4h,54.83%,1x>500%/6x>100%,"+$11.2K realized, positive unrealized; 4h hold (followable); both multi-x tiers though thin 31-token sample",2026-06-22
6BqJwy6qnJgTHDU7QNJT1uDRZjv8XKY8XpqzUdFDEsNi,KEEP,+$15.33K,+$15.37K,39m,91.19%,4x>500%/15x>100%,"+$15.33K realized, positive unrealized; 39m hold (followable); both multi-x tiers; high rug confirmatory",2026-06-22
2QMCjkbBAkgvW9Az4ThWCUjB6L5oFfTgpbxeCrLi2xvQ,REJECT,+$11.43K,+$14.59K,3h,55.17%,0x>500%/7x>100%,0 >500% wins (only 7 >100%) on thin 29-token sample = missing high-multiplier tier,2026-06-22
GwSCTF4wykvbabpxfe1LWFTH3CgMBbx377XVyKGi9whm,KEEP,+$16.67K,+$9.91K,27m,89.92%,3x>500%/6x>100%,"+$16.67K realized, positive unrealized; 27m hold (fast end of followable); both multi-x tiers; high rug",2026-06-22
E4CFbZNTSaT6V8riTyxwYr5A3SKAPSjw45YwmnKf7L1S,KEEP,+$13.36K,+$8.27K,41m,81.57%,5x>500%/5x>100%,"+$13.36K realized, positive unrealized; 41m hold (followable); both multi-x tiers (5 >500%); high rug",2026-06-22
LTSq9cZhQFbJjESAc8nfboqvG5ZHmvX7N4JwAMS4WHx,KEEP,+$6.19M,-$1.64M,20d,99.84%,"192 (>500%), 289 (>100%)","RESTORED 2026-06-25: strong net-positive (+$6.19M vs -$1.64M), 481 multi-x, 20d hold. Cluster ENTRY signal; corrected swing criterion.",2026-06-25
ByENRM4NDoLcTzJEEvHtJXZ1LxbgC2BNZaHKeASRkNtw,KEEP,+$12.7M,-$4.11M,2mo,99.95%,"235 (>500%), 763 (>100%)","RESTORED 2026-06-25: strong net-positive (+$12.7M vs -$4.11M), 998 multi-x. Long hold irrelevant for cluster ENTRY signal. Corrected swing criterion.",2026-06-25
EG8XbqqyNmBLHMP2Y2wyPbMX8c6J12YG8KM4GmvWvUeV,KEEP,+$17.38M,-$5.21M,2mo,99.94%,"546 (>500%), 480 (>100%)","RESTORED 2026-06-25: PROVEN COPY CLUSTER winner — +$523 attributed (the 897k/AGge/EG8X trio netted COPY +$1,568 over 4 trades, all 3-wallet clusters at the floor). The 2mo hold is IRRELEVANT in cluster mode: COPY borrows the co-buy ENTRY and exits on its own ladder, never follows the wallet out. Original REJECT wrongly applied the follow-the-exit swing rule to a cluster-entry signal.",2026-06-25
